internal case75 None
internal case46 3 C[C@H](CCN)[C@@H](N)C(=O)NCCCC[C@H](N)C(=O)O>0.1114>C[C@H](CCN)[C@@H](N)C(=O)NCCCC[C@H](N)C(=O)NCC(=O)O|C[C@H](CCN)[C@@H](N)C(=O)NCCCC[C@H](N)C(=O)NCC(=O)O>0.1321>NCCCC[C@H](N)C(=O)O
internal case46 4 C[C@H](CCN)[C@@H](N)C(=O)NCCCC[C@H](N)C(=O)O>0.1115>C[C@H](CCN)[C@@H](N)C(=O)NCCCC[C@H](N)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O|C[C@H](CCN)[C@@H](N)C(=O)NCCCC[C@H](N)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O>0.1277>NCCCC[C@H](N)C(=O)O.N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O
internal case46 5 C[C@H](CCN)[C@@H](N)C(=O)NCCCC[C@H](N)C(=O)O>0.1108>C[C@H](CCN)[C@@H](N)C(=O)NCCCC[C@H](NC(=O)CC[C@H](N)C(=O)O)C(=O)O|C[C@H](CCN)[C@@H](N)C(=O)NCCCC[C@H](NC(=O)CC[C@H](N)C(=O)O)C(=O)O>0.1098>NCCCC[C@H](N)C(=O)O
internal case46 6 C[C@H](CCN)[C@@H](N)C(=O)NCCCC[C@H](N)C(=O)O>0.1115>C[C@H](CCN)[C@@H](N)C(=O)NCCCC[C@H](N)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O|C[C@H](CCN)[C@@H](N)C(=O)NCCCC[C@H](N)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O>0.1287>NCCCC[C@H](N)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O|NCCCC[C@H](N)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O>0.1356>N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O
internal case46 7 C[C@H](CCN)[C@@H](N)C(=O)NCCCC[C@H](N)C(=O)O>0.1115>C[C@H](CCN)[C@@H](N)C(=O)NCCCC[C@H](N)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O|C[C@H](CCN)[C@@H](N)C(=O)NCCCC[C@H](N)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O>0.1287>NCCCC[C@H](N)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O|NCCCC[C@H](N)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O>0.1321>NCCCC[C@H](N)C(=O)O.N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O
internal case46 8 C[C@H](CCN)[C@@H](N)C(=O)NCCCC[C@H](N)C(=O)O>0.1115>C[C@H](CCN)[C@@H](N)C(=O)NCCCC[C@H](N)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O|C[C@H](CCN)[C@@H](N)C(=O)NCCCC[C@H](N)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O>0.1287>NCCCC[C@H](N)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O|NCCCC[C@H](N)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O>0.1232>NCCCC[C@H](N)C(=O)O
internal case46 9 C[C@H](CCN)[C@@H](N)C(=O)NCCCC[C@H](N)C(=O)O>0.1108>C[C@H](CCN)[C@@H](N)C(=O)NCCCC[C@H](NC(=O)CC[C@H](N)C(=O)O)C(=O)O|C[C@H](CCN)[C@@H](N)C(=O)NCCCC[C@H](NC(=O)CC[C@H](N)C(=O)O)C(=O)O>0.1142>NCCCC[C@H](NC(=O)CC[C@H](N)C(=O)O)C(=O)O|NCCCC[C@H](NC(=O)CC[C@H](N)C(=O)O)C(=O)O>0.1157>NCCCC[C@H](N)C(=O)O.N[C@@H](CCC(=O)O)C(=O)O
internal case47 0 CC(=O)N(O)CCCC[C@H](N)C(=O)O>0.0977>NCCCC[C@H](N)C(=O)O
internal case47 1 CC(=O)N(O)CCCC[C@H](N)C(=O)O>0.0850>C[C@@H](O)[C@H](N)C(=O)O
internal case47 2 CC(=O)N(O)CCCC[C@H](N)C(=O)O>0.1100>N[C@@H](CCCCNO)C(=O)O|N[C@@H](CCCCNO)C(=O)O>0.1338>NCCCC[C@H](N)C(=O)O
internal case47 3 CC(=O)N(O)CCCC[C@H](N)C(=O)O>0.1100>N[C@@H](CCCCNO)C(=O)O|N[C@@H](CCCCNO)C(=O)O>0.1233>NCCCC[C@H](N)C(=O)O
internal case47 4 CC(=O)N(O)CCCC[C@H](N)C(=O)O>0.0954>CC(=O)O.N[C@@H](CCCCNO)C(=O)O|CC(=O)O>0.0976>*C(=O)CC(=O)O
internal case47 5 CC(=O)N(O)CCCC[C@H](N)C(=O)O>0.0819>O=C(O)[C@@H]1CCCCN1|O=C(O)[C@@H]1CCCCN1>0.1057>N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O
internal case47 6 CC(=O)N(O)CCCC[C@H](N)C(=O)O>0.0819>O=C(O)[C@@H]1CCCCN1|O=C(O)[C@@H]1CCCCN1>0.1036>NCCCC[C@H](N)C(=O)O
internal case47 7 CC(=O)N(O)CCCC[C@H](N)C(=O)O>0.0819>O=C(O)[C@@H]1CCCCN1|O=C(O)[C@@H]1CCCCN1>0.1029>N[C@@H](Cc1c[nH]cn1)C(=O)O
internal case47 8 CC(=O)N(O)CCCC[C@H](N)C(=O)O>0.0819>O=C(O)[C@@H]1CCCCN1|O=C(O)[C@@H]1CCCCN1>0.0869>C[C@H](N)C(=O)O
internal case47 9 CC(=O)N(O)CCCC[C@H](N)C(=O)O>0.1100>N[C@@H](CCCCNO)C(=O)O|N[C@@H](CCCCNO)C(=O)O>0.1201>NCCCC[C@H](N)C(=O)N[C@@H](CCCCN)C(=O)O|NCCCC[C@H](N)C(=O)N[C@@H](CCCCN)C(=O)O>0.1193>NCCCC[C@H](N)C(=O)O
internal case48 0 CC(=O)NCCC[C@H](N)CC(=O)O>0.1137>CC(=O)NCCC[C@H](NC(=O)CC(N)C(=O)O)C(=O)O|CC(=O)NCCC[C@H](NC(=O)CC(N)C(=O)O)C(=O)O>0.1052>N[C@@H](CC(=O)O)C(=O)O
internal case48 1 CC(=O)NCCC[C@H](N)CC(=O)O>0.1137>CC(=O)NCCC[C@H](NC(=O)CC(N)C(=O)O)C(=O)O|CC(=O)NCCC[C@H](NC(=O)CC(N)C(=O)O)C(=O)O>0.0980>NC(=O)C[C@H](N)C(=O)O
internal case48 2 CC(=O)NCCC[C@H](N)CC(=O)O>0.1137>CC(=O)NCCC[C@H](NC(=O)CC(N)C(=O)O)C(=O)O|CC(=O)NCCC[C@H](NC(=O)CC(N)C(=O)O)C(=O)O>0.1098>CC(=O)NCCC[C@H](NC(=O)C[C@H](N)C(=O)NCC(=O)O)C(=O)O|CC(=O)NCCC[C@H](NC(=O)C[C@H](N)C(=O)NCC(=O)O)C(=O)O>0.1228>N[C@@H](CC(=O)O)C(=O)O
internal case48 3 CC(=O)NCCC[C@H](N)CC(=O)O>0.1137>CC(=O)NCCC[C@H](NC(=O)CC(N)C(=O)O)C(=O)O|CC(=O)NCCC[C@H](NC(=O)CC(N)C(=O)O)C(=O)O>0.1174>N[C@@H](CC(=O)O)C(=O)O.CC(=O)NCCC[C@H](N)C(=O)O|CC(=O)NCCC[C@H](N)C(=O)O>0.1043>N[C@@H](Cc1c[nH]cn1)C(=O)O
internal case48 4 CC(=O)NCCC[C@H](N)CC(=O)O>0.1093>CC(=O)NCCC[C@H](NC(=O)CCN)C(=O)O|CC(=O)NCCC[C@H](NC(=O)CCN)C(=O)O>0.1217>CC(=O)NCCC[C@H](N)C(=O)O|CC(=O)NCCC[C@H](N)C(=O)O>0.1043>N[C@@H](Cc1c[nH]cn1)C(=O)O
internal case48 5 CC(=O)NCCC[C@H](N)CC(=O)O>0.1137>CC(=O)NCCC[C@H](NC(=O)CC(N)C(=O)O)C(=O)O|CC(=O)NCCC[C@H](NC(=O)CC(N)C(=O)O)C(=O)O>0.1098>CC(=O)NCCC[C@H](NC(=O)C[C@H](N)C(=O)NCC(=O)O)C(=O)O|CC(=O)NCCC[C@H](NC(=O)C[C@H](N)C(=O)NCC(=O)O)C(=O)O>0.1106>NCC(=O)O
internal case48 6 CC(=O)NCCC[C@H](N)CC(=O)O>0.1137>CC(=O)NCCC[C@H](NC(=O)CC(N)C(=O)O)C(=O)O|CC(=O)NCCC[C@H](NC(=O)CC(N)C(=O)O)C(=O)O>0.1146>CC(=O)NCCC[C@H](N)C(=O)O|CC(=O)NCCC[C@H](N)C(=O)O>0.1043>N[C@@H](Cc1c[nH]cn1)C(=O)O
internal case49 0 C[C@H](N)C[C@H](N)CC(=O)O>0.1037>N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O
internal case49 1 C[C@H](N)C[C@H](N)CC(=O)O>0.1017>N[C@@H](Cc1c[nH]cn1)C(=O)O
internal case49 2 C[C@H](N)C[C@H](N)CC(=O)O>0.1057>CC(=O)C[C@H](N)CC(=O)O|CC(=O)C[C@H](N)CC(=O)O>0.1063>N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O
internal case49 3 C[C@H](N)C[C@H](N)CC(=O)O>0.1057>CC(=O)C[C@H](N)CC(=O)O|CC(=O)C[C@H](N)CC(=O)O>0.1010>N[C@@H](Cc1ccc(O)cc1)C(=O)O
internal case49 4 C[C@H](N)C[C@H](N)CC(=O)O>0.1057>CC(=O)C[C@H](N)CC(=O)O|CC(=O)C[C@H](N)CC(=O)O>0.1009>N[C@@H](Cc1c[nH]cn1)C(=O)O
internal case49 5 C[C@H](N)C[C@H](N)CC(=O)O>0.1057>CC(=O)C[C@H](N)CC(=O)O|CC(=O)C[C@H](N)CC(=O)O>0.1001>N[C@@H](CCC(=O)O)C(=O)O
internal case49 6 C[C@H](N)C[C@H](N)CC(=O)O>0.0989>C[C@H](N)CC(=O)CC(=O)O|C[C@H](N)CC(=O)CC(=O)O>0.1051>N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O
internal case49 7 C[C@H](N)C[C@H](N)CC(=O)O>0.0974>NC(=O)C[C@H](N)CC(=O)O|NC(=O)C[C@H](N)CC(=O)O>0.1063>N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O
internal case49 8 C[C@H](N)C[C@H](N)CC(=O)O>0.1057>CC(=O)C[C@H](N)CC(=O)O|CC(=O)C[C@H](N)CC(=O)O>0.0975>N[C@@H](CC(=O)O)C(=O)O
internal case49 9 C[C@H](N)C[C@H](N)CC(=O)O>0.0974>NC(=O)C[C@H](N)CC(=O)O|NC(=O)C[C@H](N)CC(=O)O>0.1050>N[C@@H](Cc1c[nH]cn1)C(=O)O
internal case50 0 N[C@@H]1CCCCNC1=O>0.1057>N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O
internal case50 1 N[C@@H]1CCCCNC1=O>0.0975>NCCCC[C@H](N)C(=O)O
internal case50 2 N[C@@H]1CCCCNC1=O>0.0953>CC(C)C[C@H](N)C(=O)O
internal case50 3 N[C@@H]1CCCCNC1=O>0.1053>NCCCC[C@H](NC(=O)[C@@H](N)Cc1c[nH]c2ccccc12)C(=O)O|NCCCC[C@H](NC(=O)[C@@H](N)Cc1c[nH]c2ccccc12)C(=O)O>0.1186>NCCCC[C@H](N)C(=O)O.N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O
internal case50 4 N[C@@H]1CCCCNC1=O>0.1054>N[C@@H](CCCCNC(=O)[C@@H](N)Cc1c[nH]c2ccccc12)C(=O)O|N[C@@H](CCCCNC(=O)[C@@H](N)Cc1c[nH]c2ccccc12)C(=O)O>0.1177>NCCCC[C@H](N)C(=O)O.N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O
internal case50 5 N[C@@H]1CCCCNC1=O>0.1053>NCCCC[C@H](NC(=O)[C@@H](N)Cc1c[nH]c2ccccc12)C(=O)O|NCCCC[C@H](NC(=O)[C@@H](N)Cc1c[nH]c2ccccc12)C(=O)O>0.1147>N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O
internal case50 6 N[C@@H]1CCCCNC1=O>0.1054>N[C@@H](CCCCNC(=O)[C@@H](N)Cc1c[nH]c2ccccc12)C(=O)O|N[C@@H](CCCCNC(=O)[C@@H](N)Cc1c[nH]c2ccccc12)C(=O)O>0.1133>N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O
internal case50 7 N[C@@H]1CCCCNC1=O>0.1014>NCCCCC(N)C(O)=NCC(O)=NCC(=O)O|NCCCCC(N)C(O)=NCC(O)=NCC(=O)O>0.1140>NCCCC[C@H](N)C(=O)O
internal case50 8 N[C@@H]1CCCCNC1=O>0.1053>NCCCC[C@H](NC(=O)[C@@H](N)Cc1c[nH]c2ccccc12)C(=O)O|NCCCC[C@H](NC(=O)[C@@H](N)Cc1c[nH]c2ccccc12)C(=O)O>0.1094>NCCCC[C@H](N)C(=O)O
internal case50 9 N[C@@H]1CCCCNC1=O>0.1054>N[C@@H](CCCCNC(=O)[C@@H](N)Cc1c[nH]c2ccccc12)C(=O)O|N[C@@H](CCCCNC(=O)[C@@H](N)Cc1c[nH]c2ccccc12)C(=O)O>0.1075>NCCCC[C@H](N)C(=O)O
internal case51 0 C[S+](C)CCCN>0.1043>CSCC[C@H](N)C(=O)O
internal case51 1 C[S+](C)CCCN>0.1097>C[S+](C)CC[C@H](N)C(=O)O|C[S+](C)CC[C@H](N)C(=O)O>0.1088>N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O
internal case51 2 C[S+](C)CCCN>0.1097>C[S+](C)CC[C@H](N)C(=O)O|C[S+](C)CC[C@H](N)C(=O)O>0.1047>N[C@@H](Cc1c[nH]cn1)C(=O)O
internal case51 3 C[S+](C)CCCN>0.1097>C[S+](C)CC[C@H](N)C(=O)O|C[S+](C)CC[C@H](N)C(=O)O>0.0973>NCCCC[C@H](N)C(=O)O
internal case51 4 C[S+](C)CCCN>0.1097>C[S+](C)CC[C@H](N)C(=O)O|C[S+](C)CC[C@H](N)C(=O)O>0.0968>CSCC[C@H](N)C(=O)O
internal case51 5 C[S+](C)CCCN>0.0983>C[Se]CC[C@H](N)C(=O)O|C[Se]CC[C@H](N)C(=O)O>0.1056>N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O
internal case51 6 C[S+](C)CCCN>0.0983>C[Se]CC[C@H](N)C(=O)O|C[Se]CC[C@H](N)C(=O)O>0.1042>N[C@@H](Cc1c[nH]cn1)C(=O)O
internal case51 7 C[S+](C)CCCN>0.1097>C[S+](C)CC[C@H](N)C(=O)O|C[S+](C)CC[C@H](N)C(=O)O>0.0920>N[C@@H](CS)C(=O)O
internal case51 8 C[S+](C)CCCN>0.0983>C[Se]CC[C@H](N)C(=O)O|C[Se]CC[C@H](N)C(=O)O>0.0994>NC(=O)CC[C@H](N)C(=O)O
internal case51 9 C[S+](C)CCCN>0.0983>C[Se]CC[C@H](N)C(=O)O|C[Se]CC[C@H](N)C(=O)O>0.0927>N[C@@H](CS)C(=O)O
internal case52 0 C=C[C@@](C)(C/C=C/C(C)(C)O)c1ccc2c3c(c[nH]c13)C[C@@H](CO)NC(=O)[C@H](C(C)C)N2C>0.1123>CC(C)[C@@H]1C(=O)N[C@H](CO)Cc2c[nH]c3cccc(c23)N1C.CC(C)=CCC/C(C)=C/COP(=O)(O)OP(=O)(O)O|CC(C)[C@@H]1C(=O)N[C@H](CO)Cc2c[nH]c3cccc(c23)N1C>0.0980>CN[C@H](C(=O)N[C@H](CO)Cc1c[nH]c2ccccc12)C(C)C|CN[C@H](C(=O)N[C@H](CO)Cc1c[nH]c2ccccc12)C(C)C>0.1296>CC(C)[C@H](N)C(=O)O.N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O
internal case52 1 C=C[C@@](C)(C/C=C/C(C)(C)O)c1ccc2c3c(c[nH]c13)C[C@@H](CO)NC(=O)[C@H](C(C)C)N2C>0.1123>CC(C)[C@@H]1C(=O)N[C@H](CO)Cc2c[nH]c3cccc(c23)N1C.CC(C)=CCC/C(C)=C/COP(=O)(O)OP(=O)(O)O|CC(C)[C@@H]1C(=O)N[C@H](CO)Cc2c[nH]c3cccc(c23)N1C>0.0980>CN[C@H](C(=O)N[C@H](CO)Cc1c[nH]c2ccccc12)C(C)C|CN[C@H](C(=O)N[C@H](CO)Cc1c[nH]c2ccccc12)C(C)C>0.1215>N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O
internal case52 2 C=C[C@@](C)(C/C=C/C(C)(C)O)c1ccc2c3c(c[nH]c13)C[C@@H](CO)NC(=O)[C@H](C(C)C)N2C>0.1123>CC(C)[C@@H]1C(=O)N[C@H](CO)Cc2c[nH]c3cccc(c23)N1C.CC(C)=CCC/C(C)=C/COP(=O)(O)OP(=O)(O)O|CC(C)[C@@H]1C(=O)N[C@H](CO)Cc2c[nH]c3cccc(c23)N1C>0.1026>CC(C)[C@H]1Nc2cccc3[nH]cc(c23)C[C@@H](CO)NC1=O|CC(C)[C@H]1Nc2cccc3[nH]cc(c23)C[C@@H](CO)NC1=O>0.0999>CC(C)[C@H](N)C(=O)O.N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O
internal case53 None
internal case54 0 C=C[C@@](C)(CCC=C(C)C)c1ccc2c3c(c[nH]c13)C[C@@H](CO)NC(=O)[C@H](C(C)C)N2C>0.1145>CC(C)[C@@H]1C(=O)N[C@H](CO)Cc2c[nH]c3cccc(c23)N1C.CC(C)=CCC/C(C)=C/COP(=O)(O)OP(=O)(O)O|CC(C)[C@@H]1C(=O)N[C@H](CO)Cc2c[nH]c3cccc(c23)N1C>0.1026>CC(C)[C@H]1Nc2cccc3[nH]cc(c23)C[C@@H](CO)NC1=O|CC(C)[C@H]1Nc2cccc3[nH]cc(c23)C[C@@H](CO)NC1=O>0.0999>CC(C)[C@H](N)C(=O)O.N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O
internal case55 0 CC(C)[C@H]1C(=O)N[C@H](CO)Cc2c[nH]c3cccc(c23)N1C>0.0960>CN[C@H](C(=O)N[C@H](CO)Cc1c[nH]c2ccccc12)C(C)C|CN[C@H](C(=O)N[C@H](CO)Cc1c[nH]c2ccccc12)C(C)C>0.1296>CC(C)[C@H](N)C(=O)O.N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O
internal case55 1 CC(C)[C@H]1C(=O)N[C@H](CO)Cc2c[nH]c3cccc(c23)N1C>0.0960>CN[C@H](C(=O)N[C@H](CO)Cc1c[nH]c2ccccc12)C(C)C|CN[C@H](C(=O)N[C@H](CO)Cc1c[nH]c2ccccc12)C(C)C>0.1215>N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O
internal case55 2 CC(C)[C@H]1C(=O)N[C@H](CO)Cc2c[nH]c3cccc(c23)N1C>0.0995>CC(C)[C@H]1NC(=O)[C@H](CO)NC(=O)[C@@H]2Cc3c[nH]c4cccc(c34)N21|CC(C)[C@H]1NC(=O)[C@H](CO)NC(=O)[C@@H]2Cc3c[nH]c4cccc(c34)N21>0.1111>Nc1cccc2[nH]cc(C[C@H](N)C(=O)O)c12.CC(C)[C@H](N)C(=O)O|Nc1cccc2[nH]cc(C[C@H](N)C(=O)O)c12>0.1068>N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O
internal case55 3 CC(C)[C@H]1C(=O)N[C@H](CO)Cc2c[nH]c3cccc(c23)N1C>0.0995>CC(C)[C@H]1NC(=O)[C@H](CO)NC(=O)[C@@H]2Cc3c[nH]c4cccc(c34)N21|CC(C)[C@H]1NC(=O)[C@H](CO)NC(=O)[C@@H]2Cc3c[nH]c4cccc(c34)N21>0.1083>Nc1cccc2[nH]cc(C[C@H](N)C(=O)O)c12|Nc1cccc2[nH]cc(C[C@H](N)C(=O)O)c12>0.1068>N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O
internal case56 None
internal case57 0 O=C1CN[C@H](C(=O)O)C1>0.1062>N[C@@H](CC(=O)O)C(=O)O
internal case57 1 O=C1CN[C@H](C(=O)O)C1>0.1027>O=C(O)[C@@H]1CCCN1
internal case57 2 O=C1CN[C@H](C(=O)O)C1>0.0900>C[C@H](N)C(=O)O
internal case57 3 O=C1CN[C@H](C(=O)O)C1>0.0789>NCC(=O)O
internal case57 4 O=C1CN[C@H](C(=O)O)C1>0.1147>O=C(O)[C@@H]1C[C@@H](O)CN1|O=C(O)[C@@H]1C[C@@H](O)CN1>0.1091>O=C(O)[C@@H]1CCCN1
internal case57 5 O=C1CN[C@H](C(=O)O)C1>0.1041>NCC(=O)C[C@H](N)C(=O)O|NCC(=O)C[C@H](N)C(=O)O>0.1088>N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O
internal case57 6 O=C1CN[C@H](C(=O)O)C1>0.1041>NCC(=O)C[C@H](N)C(=O)O|NCC(=O)C[C@H](N)C(=O)O>0.1086>N[C@@H](Cc1c[nH]cn1)C(=O)O
internal case57 7 O=C1CN[C@H](C(=O)O)C1>0.1025>O=C(O)[C@@H]1C[C@H](O)CN1|O=C(O)[C@@H]1C[C@H](O)CN1>0.1101>O=C(O)[C@@H]1CCCN1
internal case57 8 O=C1CN[C@H](C(=O)O)C1>0.1041>NCC(=O)C[C@H](N)C(=O)O|NCC(=O)C[C@H](N)C(=O)O>0.1060>N[C@@H](CCC(=O)O)C(=O)O
internal case57 9 O=C1CN[C@H](C(=O)O)C1>0.1041>NCC(=O)C[C@H](N)C(=O)O|NCC(=O)C[C@H](N)C(=O)O>0.1053>N[C@@H](CCC(=O)O)C(=O)O.N[C@@H](CC(=O)O)C(=O)O
internal case58 0 O=C(O)[C@H]1C[C@@H](O)CN1>0.1102>O=C(O)[C@@H]1CCCN1
internal case58 1 O=C(O)[C@H]1C[C@@H](O)CN1>0.0932>C[C@H](N)C(=O)O
internal case58 2 O=C(O)[C@H]1C[C@@H](O)CN1>0.0734>NCC(=O)O
internal case58 3 O=C(O)[C@H]1C[C@@H](O)CN1>0.1053>O=C(O)[C@@H]1C[C@@H](O)CN1|O=C(O)[C@@H]1C[C@@H](O)CN1>0.1091>O=C(O)[C@@H]1CCCN1
internal case58 4 O=C(O)[C@H]1C[C@@H](O)CN1>0.1012>N[C@@H](CC=O)C(=O)O|N[C@@H](CC=O)C(=O)O>0.1078>N[C@@H](CC(=O)O)C(=O)O
internal case58 5 O=C(O)[C@H]1C[C@@H](O)CN1>0.1013>O=C1CN[C@H](C(=O)O)C1|O=C1CN[C@H](C(=O)O)C1>0.1062>N[C@@H](CC(=O)O)C(=O)O
internal case58 6 O=C(O)[C@H]1C[C@@H](O)CN1>0.1050>O=C(O)C1=NC[C@@H](O)C1|O=C(O)C1=NC[C@@H](O)C1>0.1011>O=C(O)[C@@H]1CCCN1
internal case58 7 O=C(O)[C@H]1C[C@@H](O)CN1>0.1013>O=C1CN[C@H](C(=O)O)C1|O=C1CN[C@H](C(=O)O)C1>0.1027>O=C(O)[C@@H]1CCCN1
internal case58 8 O=C(O)[C@H]1C[C@@H](O)CN1>0.1012>N[C@@H](CC=O)C(=O)O|N[C@@H](CC=O)C(=O)O>0.1015>N[C@@H](CC(=O)O)C(=O)O
internal case58 9 O=C(O)[C@H]1C[C@@H](O)CN1>0.1012>N[C@@H](CC=O)C(=O)O|N[C@@H](CC=O)C(=O)O>0.0997>N[C@@H](Cc1c[nH]cn1)C(=O)O
internal case59 0 Cc1nccc2c1[nH]c1cc(O)ccc12>0.0948>N[C@@H](Cc1c[nH]c2cc(O)ccc12)C(=O)O|N[C@@H](Cc1c[nH]c2cc(O)ccc12)C(=O)O>0.1194>N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O
internal case59 1 Cc1nccc2c1[nH]c1cc(O)ccc12>0.1043>NCCc1c[nH]c2cc(O)ccc12|NCCc1c[nH]c2cc(O)ccc12>0.0976>N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O
internal case59 2 Cc1nccc2c1[nH]c1cc(O)ccc12>0.0948>N[C@@H](Cc1c[nH]c2cc(O)ccc12)C(=O)O|N[C@@H](Cc1c[nH]c2cc(O)ccc12)C(=O)O>0.0986>CSCC[C@H](N)C(=O)O
internal case59 3 Cc1nccc2c1[nH]c1cc(O)ccc12>0.1043>NCCc1c[nH]c2cc(O)ccc12|NCCc1c[nH]c2cc(O)ccc12>0.1076>NCCc1c[nH]c2ccccc12|NCCc1c[nH]c2ccccc12>0.1072>N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O
internal case59 4 Cc1nccc2c1[nH]c1cc(O)ccc12>0.0959>CC1=NCCc2c1[nH]c1cc(O)ccc21|CC1=NCCc2c1[nH]c1cc(O)ccc21>0.1137>NCCc1c[nH]c2ccccc12|NCCc1c[nH]c2ccccc12>0.1072>N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O
internal case59 5 Cc1nccc2c1[nH]c1cc(O)ccc12>0.0948>N[C@@H](Cc1c[nH]c2cc(O)ccc12)C(=O)O|N[C@@H](Cc1c[nH]c2cc(O)ccc12)C(=O)O>0.1158>N[C@@H](Cc1c[nH]c2ccc(OP(=O)(O)O)cc12)C(=O)O|N[C@@H](Cc1c[nH]c2ccc(OP(=O)(O)O)cc12)C(=O)O>0.1019>N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O
internal case59 6 Cc1nccc2c1[nH]c1cc(O)ccc12>0.0948>N[C@@H](Cc1c[nH]c2cc(O)ccc12)C(=O)O|N[C@@H](Cc1c[nH]c2cc(O)ccc12)C(=O)O>0.1060>N=C(N)NCCC[C@H](N)C(=O)O|N=C(N)NCCC[C@H](N)C(=O)O>0.1058>N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O
internal case59 7 Cc1nccc2c1[nH]c1cc(O)ccc12>0.0948>N[C@@H](Cc1c[nH]c2cc(O)ccc12)C(=O)O|N[C@@H](Cc1c[nH]c2cc(O)ccc12)C(=O)O>0.1060>N=C(N)NCCC[C@H](N)C(=O)O|N=C(N)NCCC[C@H](N)C(=O)O>0.1050>N[C@@H](Cc1c[nH]cn1)C(=O)O
internal case59 8 Cc1nccc2c1[nH]c1cc(O)ccc12>0.0948>N[C@@H](Cc1c[nH]c2cc(O)ccc12)C(=O)O|N[C@@H](Cc1c[nH]c2cc(O)ccc12)C(=O)O>0.1158>N[C@@H](Cc1c[nH]c2ccc(OP(=O)(O)O)cc12)C(=O)O|N[C@@H](Cc1c[nH]c2ccc(OP(=O)(O)O)cc12)C(=O)O>0.0847>CC(C)C[C@H](N)C(=O)O
internal case59 9 Cc1nccc2c1[nH]c1cc(O)ccc12>0.0948>N[C@@H](Cc1c[nH]c2cc(O)ccc12)C(=O)O|N[C@@H](Cc1c[nH]c2cc(O)ccc12)C(=O)O>0.1060>N=C(N)NCCC[C@H](N)C(=O)O|N=C(N)NCCC[C@H](N)C(=O)O>0.0717>NCC(=O)O
internal case60 0 CC1=NCCc2c1[nH]c1cc(O)ccc21>0.1137>NCCc1c[nH]c2ccccc12|NCCc1c[nH]c2ccccc12>0.1072>N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O
internal case60 1 CC1=NCCc2c1[nH]c1cc(O)ccc21>0.1032>NCCc1c[nH]c2cc(O)ccc12|NCCc1c[nH]c2cc(O)ccc12>0.0976>N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O
internal case60 2 CC1=NCCc2c1[nH]c1cc(O)ccc21>0.1137>NCCc1c[nH]c2ccccc12|NCCc1c[nH]c2ccccc12>0.0939>N=C(N)NCCc1c[nH]c2ccccc12|N=C(N)NCCc1c[nH]c2ccccc12>0.1198>N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O
