internal case1 None
internal case2 None
internal case3 None
internal case4 None
internal case5 None
internal case6 None
internal case107 6 [C-]#[N+]/C(=C/c1ccc(O)cc1)C(=O)O>0.7965>O=C(O)C(=Cc1ccc(O)cc1)C(=O)O|O=C(O)C(=Cc1ccc(O)cc1)C(=O)O>2.0551>O=C(O)C(=O)Cc1ccc(O)cc1|O=C(O)C(=O)Cc1ccc(O)cc1>0.6637>N[C@@H](Cc1ccc(O)cc1)C(=O)O
internal case107 7 [C-]#[N+]/C(=C/c1ccc(O)cc1)C(=O)O>0.7965>O=C(O)C(=Cc1ccc(O)cc1)C(=O)O|O=C(O)C(=Cc1ccc(O)cc1)C(=O)O>2.9825>O=C(O)CC(=O)C(=O)O
internal case107 8 [C-]#[N+]/C(=C/c1ccc(O)cc1)C(=O)O>1.5134>O=C(O)/C(O)=C/c1ccc(O)cc1|O=C(O)/C(O)=C/c1ccc(O)cc1>2.4699>N[C@@H](Cc1ccc(O)cc1)C(=O)O
internal case107 9 [C-]#[N+]/C(=C/c1ccc(O)cc1)C(=O)O>0.7965>O=C(O)C(=Cc1ccc(O)cc1)C(=O)O|O=C(O)C(=Cc1ccc(O)cc1)C(=O)O>1.8333>O=C(O)/C(O)=C/c1ccc(O)cc1|O=C(O)/C(O)=C/c1ccc(O)cc1>1.0361>O=C(O)C(=O)Cc1ccc(O)cc1|O=C(O)C(=O)Cc1ccc(O)cc1>0.6637>N[C@@H](Cc1ccc(O)cc1)C(=O)O
internal case108 None
internal case109 0 Cc1cc(C[C@H](N)C(=O)O)cc(O)c1O>1.7577>CC(=O)C(=O)O
internal case110 0 O=C(O)C(O)Cc1cc(I)c(O)c(I)c1>0.5412>N[C@@H](Cc1cc(I)c(O)c(I)c1)C(=O)O|N[C@@H](Cc1cc(I)c(O)c(I)c1)C(=O)O>2.8284>N[C@@H](CS)C(=O)O
internal case110 1 O=C(O)C(O)Cc1cc(I)c(O)c(I)c1>0.5412>N[C@@H](Cc1cc(I)c(O)c(I)c1)C(=O)O|N[C@@H](Cc1cc(I)c(O)c(I)c1)C(=O)O>1.1431>N[C@@H](Cc1ccc(O)c(I)c1)C(=O)O|N[C@@H](Cc1ccc(O)c(I)c1)C(=O)O>3.1812>N[C@@H](Cc1ccc(O)cc1)C(=O)O
internal case110 2 O=C(O)C(O)Cc1cc(I)c(O)c(I)c1>0.5412>N[C@@H](Cc1cc(I)c(O)c(I)c1)C(=O)O|N[C@@H](Cc1cc(I)c(O)c(I)c1)C(=O)O>4.3680>N[C@@H](Cc1ccc(O)cc1)C(=O)O
internal case110 3 O=C(O)C(O)Cc1cc(I)c(O)c(I)c1>2.1063>O=C(O)C(=O)Cc1ccc(O)c(I)c1|O=C(O)C(=O)Cc1ccc(O)c(I)c1>0.3241>N[C@@H](Cc1ccc(O)c(I)c1)C(=O)O|N[C@@H](Cc1ccc(O)c(I)c1)C(=O)O>3.1812>N[C@@H](Cc1ccc(O)cc1)C(=O)O
internal case110 4 O=C(O)C(O)Cc1cc(I)c(O)c(I)c1>2.8566>N[C@H](Cc1cc(I)c(O)c(I)c1)C(=O)O|N[C@H](Cc1cc(I)c(O)c(I)c1)C(=O)O>2.7667>N[C@@H](CS)C(=O)O
internal case110 5 O=C(O)C(O)Cc1cc(I)c(O)c(I)c1>0.5412>N[C@@H](Cc1cc(I)c(O)c(I)c1)C(=O)O|N[C@@H](Cc1cc(I)c(O)c(I)c1)C(=O)O>3.4006>O=C(O)C(=O)/C=C/c1cc(I)c(O)c(I)c1|O=C(O)C(=O)/C=C/c1cc(I)c(O)c(I)c1>1.7517>CC(=O)C(=O)O
internal case110 6 O=C(O)C(O)Cc1cc(I)c(O)c(I)c1>0.5412>N[C@@H](Cc1cc(I)c(O)c(I)c1)C(=O)O|N[C@@H](Cc1cc(I)c(O)c(I)c1)C(=O)O>2.1537>O=C(O)C(=O)Cc1cc(I)c(O)c(I)c1|O=C(O)C(=O)Cc1cc(I)c(O)c(I)c1>3.5126>CC(=O)C(=O)O
internal case110 7 O=C(O)C(O)Cc1cc(I)c(O)c(I)c1>0.5412>N[C@@H](Cc1cc(I)c(O)c(I)c1)C(=O)O|N[C@@H](Cc1cc(I)c(O)c(I)c1)C(=O)O>1.1431>N[C@@H](Cc1ccc(O)c(I)c1)C(=O)O|N[C@@H](Cc1ccc(O)c(I)c1)C(=O)O>2.0474>O=C(O)/C=C/c1ccc(O)c(I)c1|O=C(O)/C=C/c1ccc(O)c(I)c1>1.5512>O=C(O)/C=C/c1ccc(O)cc1.[I-]|[I-]>1.1699>NCC(=O)O
internal case110 8 O=C(O)C(O)Cc1cc(I)c(O)c(I)c1>0.5412>N[C@@H](Cc1cc(I)c(O)c(I)c1)C(=O)O|N[C@@H](Cc1cc(I)c(O)c(I)c1)C(=O)O>1.1431>N[C@@H](Cc1ccc(O)c(I)c1)C(=O)O|N[C@@H](Cc1ccc(O)c(I)c1)C(=O)O>2.0474>O=C(O)/C=C/c1ccc(O)c(I)c1|O=C(O)/C=C/c1ccc(O)c(I)c1>2.8253>O=C(O)/C=C/c1ccc(O)cc1
internal case110 9 O=C(O)C(O)Cc1cc(I)c(O)c(I)c1>2.8566>N[C@H](Cc1cc(I)c(O)c(I)c1)C(=O)O|N[C@H](Cc1cc(I)c(O)c(I)c1)C(=O)O>0.9970>N[C@@H](Cc1cc(I)c(O)c(I)c1)C(=O)O|N[C@@H](Cc1cc(I)c(O)c(I)c1)C(=O)O>2.8284>N[C@@H](CS)C(=O)O
internal case111 0 O=C(O)C(=O)Cc1cc(I)c(O)c(I)c1>0.4614>N[C@@H](Cc1cc(I)c(O)c(I)c1)C(=O)O|N[C@@H](Cc1cc(I)c(O)c(I)c1)C(=O)O>2.8284>N[C@@H](CS)C(=O)O
internal case111 1 O=C(O)C(=O)Cc1cc(I)c(O)c(I)c1>3.5126>CC(=O)C(=O)O
internal case111 2 O=C(O)C(=O)Cc1cc(I)c(O)c(I)c1>0.4614>N[C@@H](Cc1cc(I)c(O)c(I)c1)C(=O)O|N[C@@H](Cc1cc(I)c(O)c(I)c1)C(=O)O>1.1431>N[C@@H](Cc1ccc(O)c(I)c1)C(=O)O|N[C@@H](Cc1ccc(O)c(I)c1)C(=O)O>3.1812>N[C@@H](Cc1ccc(O)cc1)C(=O)O
internal case111 3 O=C(O)C(=O)Cc1cc(I)c(O)c(I)c1>0.4614>N[C@@H](Cc1cc(I)c(O)c(I)c1)C(=O)O|N[C@@H](Cc1cc(I)c(O)c(I)c1)C(=O)O>4.3680>N[C@@H](Cc1ccc(O)cc1)C(=O)O
internal case111 4 O=C(O)C(=O)Cc1cc(I)c(O)c(I)c1>3.1470>O=C(O)C(=O)/C=C/c1cc(I)c(O)c(I)c1|O=C(O)C(=O)/C=C/c1cc(I)c(O)c(I)c1>1.7517>CC(=O)C(=O)O
internal case111 5 O=C(O)C(=O)Cc1cc(I)c(O)c(I)c1>1.8982>O=C(O)C(=O)Cc1ccc(O)c(I)c1|O=C(O)C(=O)Cc1ccc(O)c(I)c1>0.3241>N[C@@H](Cc1ccc(O)c(I)c1)C(=O)O|N[C@@H](Cc1ccc(O)c(I)c1)C(=O)O>3.1812>N[C@@H](Cc1ccc(O)cc1)C(=O)O
internal case111 6 O=C(O)C(=O)Cc1cc(I)c(O)c(I)c1>2.8426>N[C@H](Cc1cc(I)c(O)c(I)c1)C(=O)O|N[C@H](Cc1cc(I)c(O)c(I)c1)C(=O)O>2.7667>N[C@@H](CS)C(=O)O
internal case111 7 O=C(O)C(=O)Cc1cc(I)c(O)c(I)c1>0.4614>N[C@@H](Cc1cc(I)c(O)c(I)c1)C(=O)O|N[C@@H](Cc1cc(I)c(O)c(I)c1)C(=O)O>3.4006>O=C(O)C(=O)/C=C/c1cc(I)c(O)c(I)c1|O=C(O)C(=O)/C=C/c1cc(I)c(O)c(I)c1>1.7517>CC(=O)C(=O)O
internal case111 8 O=C(O)C(=O)Cc1cc(I)c(O)c(I)c1>3.1470>O=C(O)C(=O)/C=C/c1cc(I)c(O)c(I)c1|O=C(O)C(=O)/C=C/c1cc(I)c(O)c(I)c1>2.3441>O=C(O)C(=O)C[C@H](O)c1cc(I)c(O)c(I)c1|O=C(O)C(=O)C[C@H](O)c1cc(I)c(O)c(I)c1>0.6034>CC(=O)C(=O)O
internal case111 9 O=C(O)C(=O)Cc1cc(I)c(O)c(I)c1>0.4614>N[C@@H](Cc1cc(I)c(O)c(I)c1)C(=O)O|N[C@@H](Cc1cc(I)c(O)c(I)c1)C(=O)O>1.1431>N[C@@H](Cc1ccc(O)c(I)c1)C(=O)O|N[C@@H](Cc1ccc(O)c(I)c1)C(=O)O>2.0474>O=C(O)/C=C/c1ccc(O)c(I)c1|O=C(O)/C=C/c1ccc(O)c(I)c1>1.5512>O=C(O)/C=C/c1ccc(O)cc1.[I-]|[I-]>1.1699>NCC(=O)O
internal case112 0 N[C@@H](Cc1cc(I)c(Oc2cc(I)c(OS(=O)(=O)O)c(I)c2)c(I)c1)C(=O)O>3.6460>O=C(O)C(=O)C(=O)O|O=C(O)C(=O)C(=O)O>1.9310>CC(=O)C(=O)O
internal case112 1 N[C@@H](Cc1cc(I)c(Oc2cc(I)c(OS(=O)(=O)O)c(I)c2)c(I)c1)C(=O)O>3.6460>O=C(O)C(=O)C(=O)O|O=C(O)C(=O)C(=O)O>3.0015>N[C@@H](CC(=O)O)C(=O)O
internal case112 2 N[C@@H](Cc1cc(I)c(Oc2cc(I)c(OS(=O)(=O)O)c(I)c2)c(I)c1)C(=O)O>3.6460>O=C(O)C(=O)C(=O)O|O=C(O)C(=O)C(=O)O>2.1008>O=C(O)C(O)C(=O)O|O=C(O)C(O)C(=O)O>2.6894>CC(=O)C(=O)O
internal case112 3 N[C@@H](Cc1cc(I)c(Oc2cc(I)c(OS(=O)(=O)O)c(I)c2)c(I)c1)C(=O)O>3.6460>O=C(O)C(=O)C(=O)O|O=C(O)C(=O)C(=O)O>2.1008>O=C(O)C(O)C(=O)O|O=C(O)C(O)C(=O)O>2.7767>O=C(O)CC(=O)C(=O)O
internal case112 4 N[C@@H](Cc1cc(I)c(Oc2cc(I)c(OS(=O)(=O)O)c(I)c2)c(I)c1)C(=O)O>3.6460>O=C(O)C(=O)C(=O)O|O=C(O)C(=O)C(=O)O>2.4374>O=C(O)C(O)C(=O)O|O=C(O)C(O)C(=O)O>2.6894>CC(=O)C(=O)O
internal case112 5 N[C@@H](Cc1cc(I)c(Oc2cc(I)c(OS(=O)(=O)O)c(I)c2)c(I)c1)C(=O)O>3.6460>O=C(O)C(=O)C(=O)O|O=C(O)C(=O)C(=O)O>2.5154>O=C(O)C(O)C(=O)O|O=C(O)C(O)C(=O)O>2.6894>CC(=O)C(=O)O
internal case112 6 N[C@@H](Cc1cc(I)c(Oc2cc(I)c(OS(=O)(=O)O)c(I)c2)c(I)c1)C(=O)O>3.6460>O=C(O)C(=O)C(=O)O|O=C(O)C(=O)C(=O)O>2.4374>O=C(O)C(O)C(=O)O|O=C(O)C(O)C(=O)O>2.7767>O=C(O)CC(=O)C(=O)O
internal case112 7 N[C@@H](Cc1cc(I)c(Oc2cc(I)c(OS(=O)(=O)O)c(I)c2)c(I)c1)C(=O)O>3.6460>O=C(O)C(=O)C(=O)O|O=C(O)C(=O)C(=O)O>2.5154>O=C(O)C(O)C(=O)O|O=C(O)C(O)C(=O)O>2.7767>O=C(O)CC(=O)C(=O)O
internal case112 8 N[C@@H](Cc1cc(I)c(Oc2cc(I)c(OS(=O)(=O)O)c(I)c2)c(I)c1)C(=O)O>3.6460>O=C(O)C(=O)C(=O)O|O=C(O)C(=O)C(=O)O>2.1008>O=C(O)C(O)C(=O)O|O=C(O)C(O)C(=O)O>3.2001>N[C@@H](CCC(=O)O)C(=O)O
internal case112 9 N[C@@H](Cc1cc(I)c(Oc2cc(I)c(OS(=O)(=O)O)c(I)c2)c(I)c1)C(=O)O>3.6460>O=C(O)C(=O)C(=O)O|O=C(O)C(=O)C(=O)O>2.1008>O=C(O)C(O)C(=O)O|O=C(O)C(O)C(=O)O>3.2306>O=C(O)CC(=O)O
internal case113 0 O=C(Cc1cc(I)c(Oc2cc(I)c(O)c(I)c2)c(I)c1)O[C@@H]1O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]1O>3.3080>O=C(O)C(=O)Cc1cc(I)c(Oc2cc(I)c(O)c(I)c2)c(I)c1|O=C(O)C(=O)Cc1cc(I)c(Oc2cc(I)c(O)c(I)c2)c(I)c1>2.0827>O=C(O)C(=O)/C=C/c1cc(I)c(Oc2cc(I)c(O)c(I)c2)c(I)c1|O=C(O)C(=O)/C=C/c1cc(I)c(Oc2cc(I)c(O)c(I)c2)c(I)c1>1.6408>O=C(O)C(=O)/C=C/c1cc(I)c(O)c(I)c1|O=C(O)C(=O)/C=C/c1cc(I)c(O)c(I)c1>1.7517>CC(=O)C(=O)O
internal case113 1 O=C(Cc1cc(I)c(Oc2cc(I)c(O)c(I)c2)c(I)c1)O[C@@H]1O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]1O>0.0654>O=C(O)Cc1cc(I)c(Oc2cc(I)c(O)c(I)c2)c(I)c1|O=C(O)Cc1cc(I)c(Oc2cc(I)c(O)c(I)c2)c(I)c1>0.8558>O=C(O)Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1|O=C(O)Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1>2.2021>N[C@@H](Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1)C(=O)O|N[C@@H](Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1)C(=O)O>2.6136>N[C@@H](Cc1ccc(O)c(I)c1)C(=O)O|N[C@@H](Cc1ccc(O)c(I)c1)C(=O)O>3.1812>N[C@@H](Cc1ccc(O)cc1)C(=O)O
internal case114 0 O=C(O)Cc1cc(I)c(Oc2cc(I)c(O[C@@H]3O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]3O)c(I)c2)c(I)c1>0.0781>O=C(O)Cc1cc(I)c(Oc2cc(I)c(O)c(I)c2)c(I)c1|O=C(O)Cc1cc(I)c(Oc2cc(I)c(O)c(I)c2)c(I)c1>0.8558>O=C(O)Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1|O=C(O)Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1>2.2021>N[C@@H](Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1)C(=O)O|N[C@@H](Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1)C(=O)O>2.6136>N[C@@H](Cc1ccc(O)c(I)c1)C(=O)O|N[C@@H](Cc1ccc(O)c(I)c1)C(=O)O>3.1812>N[C@@H](Cc1ccc(O)cc1)C(=O)O
internal case114 1 O=C(O)Cc1cc(I)c(Oc2cc(I)c(O[C@@H]3O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]3O)c(I)c2)c(I)c1>0.0781>O=C(O)Cc1cc(I)c(Oc2cc(I)c(O)c(I)c2)c(I)c1|O=C(O)Cc1cc(I)c(Oc2cc(I)c(O)c(I)c2)c(I)c1>1.4790>O=C(O)Cc1ccc(Oc2cc(I)c(O)c(I)c2)c(I)c1|O=C(O)Cc1ccc(Oc2cc(I)c(O)c(I)c2)c(I)c1>2.2102>N[C@@H](Cc1ccc(Oc2cc(I)c(O)c(I)c2)c(I)c1)C(=O)O|N[C@@H](Cc1ccc(Oc2cc(I)c(O)c(I)c2)c(I)c1)C(=O)O>3.5935>O=C(O)C(=O)/C=C/c1ccc(Oc2cc(I)c(O)c(I)c2)c(I)c1|O=C(O)C(=O)/C=C/c1ccc(Oc2cc(I)c(O)c(I)c2)c(I)c1>2.6587>CC(=O)C(=O)O
internal case115 0 O=C(O)Cc1cc(I)c(Oc2cc(I)c(O)c(I)c2)c(I)c1>0.8558>O=C(O)Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1|O=C(O)Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1>2.2021>N[C@@H](Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1)C(=O)O|N[C@@H](Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1)C(=O)O>2.6136>N[C@@H](Cc1ccc(O)c(I)c1)C(=O)O|N[C@@H](Cc1ccc(O)c(I)c1)C(=O)O>3.1812>N[C@@H](Cc1ccc(O)cc1)C(=O)O
internal case115 1 O=C(O)Cc1cc(I)c(Oc2cc(I)c(O)c(I)c2)c(I)c1>1.4790>O=C(O)Cc1ccc(Oc2cc(I)c(O)c(I)c2)c(I)c1|O=C(O)Cc1ccc(Oc2cc(I)c(O)c(I)c2)c(I)c1>2.2102>N[C@@H](Cc1ccc(Oc2cc(I)c(O)c(I)c2)c(I)c1)C(=O)O|N[C@@H](Cc1ccc(Oc2cc(I)c(O)c(I)c2)c(I)c1)C(=O)O>3.5935>O=C(O)C(=O)/C=C/c1ccc(Oc2cc(I)c(O)c(I)c2)c(I)c1|O=C(O)C(=O)/C=C/c1ccc(Oc2cc(I)c(O)c(I)c2)c(I)c1>2.6587>CC(=O)C(=O)O
internal case115 2 O=C(O)Cc1cc(I)c(Oc2cc(I)c(O)c(I)c2)c(I)c1>0.8558>O=C(O)Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1|O=C(O)Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1>2.2021>N[C@@H](Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1)C(=O)O|N[C@@H](Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1)C(=O)O>2.6136>N[C@@H](Cc1ccc(O)c(I)c1)C(=O)O|N[C@@H](Cc1ccc(O)c(I)c1)C(=O)O>2.0474>O=C(O)/C=C/c1ccc(O)c(I)c1|O=C(O)/C=C/c1ccc(O)c(I)c1>2.8253>O=C(O)/C=C/c1ccc(O)cc1
internal case116 0 N[C@@H](Cc1cc(I)c(Oc2cc(I)c(O)c(I)c2)c(I)c1)C(=O)O[C@@H]1O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]1O>1.6273>O=C(O)C(=O)C(=O)O|O=C(O)C(=O)C(=O)O>1.9310>CC(=O)C(=O)O
internal case116 1 N[C@@H](Cc1cc(I)c(Oc2cc(I)c(O)c(I)c2)c(I)c1)C(=O)O[C@@H]1O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]1O>1.6273>O=C(O)C(=O)C(=O)O|O=C(O)C(=O)C(=O)O>3.0015>N[C@@H](CC(=O)O)C(=O)O
internal case116 2 N[C@@H](Cc1cc(I)c(Oc2cc(I)c(O)c(I)c2)c(I)c1)C(=O)O[C@@H]1O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]1O>1.6273>O=C(O)C(=O)C(=O)O|O=C(O)C(=O)C(=O)O>2.1008>O=C(O)C(O)C(=O)O|O=C(O)C(O)C(=O)O>2.6894>CC(=O)C(=O)O
internal case116 3 N[C@@H](Cc1cc(I)c(Oc2cc(I)c(O)c(I)c2)c(I)c1)C(=O)O[C@@H]1O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]1O>1.6273>O=C(O)C(=O)C(=O)O|O=C(O)C(=O)C(=O)O>2.1008>O=C(O)C(O)C(=O)O|O=C(O)C(O)C(=O)O>2.7767>O=C(O)CC(=O)C(=O)O
internal case116 4 N[C@@H](Cc1cc(I)c(Oc2cc(I)c(O)c(I)c2)c(I)c1)C(=O)O[C@@H]1O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]1O>1.6273>O=C(O)C(=O)C(=O)O|O=C(O)C(=O)C(=O)O>2.4374>O=C(O)C(O)C(=O)O|O=C(O)C(O)C(=O)O>2.6894>CC(=O)C(=O)O
internal case116 5 N[C@@H](Cc1cc(I)c(Oc2cc(I)c(O)c(I)c2)c(I)c1)C(=O)O[C@@H]1O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]1O>1.6273>O=C(O)C(=O)C(=O)O|O=C(O)C(=O)C(=O)O>2.5154>O=C(O)C(O)C(=O)O|O=C(O)C(O)C(=O)O>2.6894>CC(=O)C(=O)O
internal case116 6 N[C@@H](Cc1cc(I)c(Oc2cc(I)c(O)c(I)c2)c(I)c1)C(=O)O[C@@H]1O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]1O>1.6273>O=C(O)C(=O)C(=O)O|O=C(O)C(=O)C(=O)O>2.4374>O=C(O)C(O)C(=O)O|O=C(O)C(O)C(=O)O>2.7767>O=C(O)CC(=O)C(=O)O
internal case116 7 N[C@@H](Cc1cc(I)c(Oc2cc(I)c(O)c(I)c2)c(I)c1)C(=O)O[C@@H]1O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]1O>1.6273>O=C(O)C(=O)C(=O)O|O=C(O)C(=O)C(=O)O>2.5154>O=C(O)C(O)C(=O)O|O=C(O)C(O)C(=O)O>2.7767>O=C(O)CC(=O)C(=O)O
internal case116 8 N[C@@H](Cc1cc(I)c(Oc2cc(I)c(O)c(I)c2)c(I)c1)C(=O)O[C@@H]1O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]1O>1.6273>O=C(O)C(=O)C(=O)O|O=C(O)C(=O)C(=O)O>2.1008>O=C(O)C(O)C(=O)O|O=C(O)C(O)C(=O)O>3.2001>N[C@@H](CCC(=O)O)C(=O)O
internal case116 9 N[C@@H](Cc1cc(I)c(Oc2cc(I)c(O)c(I)c2)c(I)c1)C(=O)O[C@@H]1O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]1O>1.6273>O=C(O)C(=O)C(=O)O|O=C(O)C(=O)C(=O)O>2.1008>O=C(O)C(O)C(=O)O|O=C(O)C(O)C(=O)O>3.2306>O=C(O)CC(=O)O
internal case117 0 N[C@@H](Cc1cc(I)c(Oc2cc(I)c(OC3O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]3O)c(I)c2)c(I)c1)C(=O)O>2.1525>O=C(O)C(=O)C(=O)O|O=C(O)C(=O)C(=O)O>1.9310>CC(=O)C(=O)O
internal case117 1 N[C@@H](Cc1cc(I)c(Oc2cc(I)c(OC3O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]3O)c(I)c2)c(I)c1)C(=O)O>2.1525>O=C(O)C(=O)C(=O)O|O=C(O)C(=O)C(=O)O>3.0015>N[C@@H](CC(=O)O)C(=O)O
internal case117 2 N[C@@H](Cc1cc(I)c(Oc2cc(I)c(OC3O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]3O)c(I)c2)c(I)c1)C(=O)O>2.1525>O=C(O)C(=O)C(=O)O|O=C(O)C(=O)C(=O)O>2.1008>O=C(O)C(O)C(=O)O|O=C(O)C(O)C(=O)O>2.6894>CC(=O)C(=O)O
internal case117 3 N[C@@H](Cc1cc(I)c(Oc2cc(I)c(OC3O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]3O)c(I)c2)c(I)c1)C(=O)O>2.1525>O=C(O)C(=O)C(=O)O|O=C(O)C(=O)C(=O)O>2.1008>O=C(O)C(O)C(=O)O|O=C(O)C(O)C(=O)O>2.7767>O=C(O)CC(=O)C(=O)O
internal case117 4 N[C@@H](Cc1cc(I)c(Oc2cc(I)c(OC3O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]3O)c(I)c2)c(I)c1)C(=O)O>2.1525>O=C(O)C(=O)C(=O)O|O=C(O)C(=O)C(=O)O>2.4374>O=C(O)C(O)C(=O)O|O=C(O)C(O)C(=O)O>2.6894>CC(=O)C(=O)O
internal case117 5 N[C@@H](Cc1cc(I)c(Oc2cc(I)c(OC3O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]3O)c(I)c2)c(I)c1)C(=O)O>2.1525>O=C(O)C(=O)C(=O)O|O=C(O)C(=O)C(=O)O>2.5154>O=C(O)C(O)C(=O)O|O=C(O)C(O)C(=O)O>2.6894>CC(=O)C(=O)O
internal case117 6 N[C@@H](Cc1cc(I)c(Oc2cc(I)c(OC3O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]3O)c(I)c2)c(I)c1)C(=O)O>2.1525>O=C(O)C(=O)C(=O)O|O=C(O)C(=O)C(=O)O>2.4374>O=C(O)C(O)C(=O)O|O=C(O)C(O)C(=O)O>2.7767>O=C(O)CC(=O)C(=O)O
internal case117 7 N[C@@H](Cc1cc(I)c(Oc2cc(I)c(OC3O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]3O)c(I)c2)c(I)c1)C(=O)O>2.1525>O=C(O)C(=O)C(=O)O|O=C(O)C(=O)C(=O)O>2.5154>O=C(O)C(O)C(=O)O|O=C(O)C(O)C(=O)O>2.7767>O=C(O)CC(=O)C(=O)O
internal case117 8 N[C@@H](Cc1cc(I)c(Oc2cc(I)c(OC3O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]3O)c(I)c2)c(I)c1)C(=O)O>2.1525>O=C(O)C(=O)C(=O)O|O=C(O)C(=O)C(=O)O>2.1008>O=C(O)C(O)C(=O)O|O=C(O)C(O)C(=O)O>3.2001>N[C@@H](CCC(=O)O)C(=O)O
internal case117 9 N[C@@H](Cc1cc(I)c(Oc2cc(I)c(OC3O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]3O)c(I)c2)c(I)c1)C(=O)O>2.1525>O=C(O)C(=O)C(=O)O|O=C(O)C(=O)C(=O)O>2.1008>O=C(O)C(O)C(=O)O|O=C(O)C(O)C(=O)O>3.2306>O=C(O)CC(=O)O
internal case118 0 N[C@@H](Cc1ccc(Oc2cc(I)c(O)c(I)c2)cc1)C(=O)O>3.6668>O=C(O)C(=O)Cc1ccc(Oc2cc(I)c(O)c(I)c2)cc1|O=C(O)C(=O)Cc1ccc(Oc2cc(I)c(O)c(I)c2)cc1>2.3179>O=C(O)C(=O)/C=C/c1ccc(Oc2cc(I)c(O)c(I)c2)cc1|O=C(O)C(=O)/C=C/c1ccc(Oc2cc(I)c(O)c(I)c2)cc1>2.3828>CC(=O)C(=O)O
internal case118 1 N[C@@H](Cc1ccc(Oc2cc(I)c(O)c(I)c2)cc1)C(=O)O>3.6428>N[C@@H](Cc1ccc(Oc2cc(I)c(OS(=O)(=O)O)c(I)c2)cc1)C(=O)O|N[C@@H](Cc1ccc(Oc2cc(I)c(OS(=O)(=O)O)c(I)c2)cc1)C(=O)O>3.0190>O=C(O)C(=O)C(=O)O|O=C(O)C(=O)C(=O)O>1.9310>CC(=O)C(=O)O
internal case118 2 N[C@@H](Cc1ccc(Oc2cc(I)c(O)c(I)c2)cc1)C(=O)O>3.6428>N[C@@H](Cc1ccc(Oc2cc(I)c(OS(=O)(=O)O)c(I)c2)cc1)C(=O)O|N[C@@H](Cc1ccc(Oc2cc(I)c(OS(=O)(=O)O)c(I)c2)cc1)C(=O)O>3.0190>O=C(O)C(=O)C(=O)O|O=C(O)C(=O)C(=O)O>3.0015>N[C@@H](CC(=O)O)C(=O)O
internal case118 3 N[C@@H](Cc1ccc(Oc2cc(I)c(O)c(I)c2)cc1)C(=O)O>3.7104>N[C@@H](Cc1ccc(Oc2cc(I)c(O)c(I)c2)c(I)c1)C(=O)O|N[C@@H](Cc1ccc(Oc2cc(I)c(O)c(I)c2)c(I)c1)C(=O)O>3.5935>O=C(O)C(=O)/C=C/c1ccc(Oc2cc(I)c(O)c(I)c2)c(I)c1|O=C(O)C(=O)/C=C/c1ccc(Oc2cc(I)c(O)c(I)c2)c(I)c1>2.6587>CC(=O)C(=O)O
