internal case75 None
internal case166 0 C=C(C)[C@H]1CC=C(C=O)CC1>0.1134>C=C(C)[C@H]1CC=C(CO)CC1|C=C(C)[C@H]1CC=C(CO)CC1>0.1000>CC(C)=CCC/C(C)=C/COP(=O)(O)OP(=O)(O)O
internal case166 1 C=C(C)[C@H]1CC=C(C=O)CC1>0.1109>C=C(C)[C@@H]1CC=C(CO)CC1|C=C(C)[C@@H]1CC=C(CO)CC1>0.1011>CC(C)=CCC/C(C)=C/COP(=O)(O)OP(=O)(O)O
internal case166 2 C=C(C)[C@H]1CC=C(C=O)CC1>0.1104>C=C(C)[C@H]1CC=C(C)CC1|C=C(C)[C@H]1CC=C(C)CC1>0.1015>CC(C)=CCC/C(C)=C/COP(=O)(O)OP(=O)(O)O
internal case166 3 C=C(C)[C@H]1CC=C(C=O)CC1>0.1108>C=C(C)[C@H]1CC=C(C)[C@@H](O)C1|C=C(C)[C@H]1CC=C(C)[C@@H](O)C1>0.1005>CC(C)=CCC/C(C)=C/COP(=O)(O)OP(=O)(O)O
internal case166 4 C=C(C)[C@H]1CC=C(C=O)CC1>0.1105>C=C(C)[C@H]1CC[C@@H](CO)CC1|C=C(C)[C@H]1CC[C@@H](CO)CC1>0.0944>CC(C)=CCC/C(C)=C/COP(=O)(O)OP(=O)(O)O
internal case166 5 C=C(C)[C@H]1CC=C(C=O)CC1>0.1106>C=C(C)C1CCC(CO)CC1|C=C(C)C1CCC(CO)CC1>0.1583>C=C(C)[C@H]1CC[C@H](C)CC1|C=C(C)[C@H]1CC[C@H](C)CC1>0.1014>CC(C)=CCC/C(C)=C/COP(=O)(O)OP(=O)(O)O
internal case166 6 C=C(C)[C@H]1CC=C(C=O)CC1>0.1105>C=C(C)[C@H]1CC[C@@H](CO)CC1|C=C(C)[C@H]1CC[C@@H](CO)CC1>0.1583>C=C(C)[C@H]1CC[C@H](C)CC1|C=C(C)[C@H]1CC[C@H](C)CC1>0.1014>CC(C)=CCC/C(C)=C/COP(=O)(O)OP(=O)(O)O
internal case166 7 C=C(C)[C@H]1CC=C(C=O)CC1>0.1104>C=C(C)C1CC=C(CO)CC1|C=C(C)C1CC=C(CO)CC1>0.1007>C=C(C)C1CC=C(C=O)CC1|C=C(C)C1CC=C(C=O)CC1>0.1008>CC(C)=CCC/C(C)=C/COP(=O)(O)OP(=O)(O)O
internal case167 0 C=C(C)[C@H]1CC=C(CO)CC1>0.1000>CC(C)=CCC/C(C)=C/COP(=O)(O)OP(=O)(O)O
internal case167 1 C=C(C)[C@H]1CC=C(CO)CC1>0.0996>C=C(C)[C@H]1CC=C(C)CC1|C=C(C)[C@H]1CC=C(C)CC1>0.1015>CC(C)=CCC/C(C)=C/COP(=O)(O)OP(=O)(O)O
internal case167 2 C=C(C)[C@H]1CC=C(CO)CC1>0.0990>C=C(C)[C@@H]1CC=C(C)CC1|C=C(C)[C@@H]1CC=C(C)CC1>0.1015>CC(C)=CCC/C(C)=C/COP(=O)(O)OP(=O)(O)O
internal case167 3 C=C(C)[C@H]1CC=C(CO)CC1>0.0990>CC(C)=CCC/C(C)=C/C=O|CC(C)=CCC/C(C)=C/C=O>0.1011>CC(C)=CCC/C(C)=C/COP(=O)(O)OP(=O)(O)O
internal case167 4 C=C(C)[C@H]1CC=C(CO)CC1>0.0989>CC(C)C1CC=C(C=O)CC1|CC(C)C1CC=C(C=O)CC1>0.0994>CC(C)=CCC/C(C)=C/COP(=O)(O)OP(=O)(O)O
internal case167 5 C=C(C)[C@H]1CC=C(CO)CC1>0.0985>C=C(C)[C@H]1CC=C(C)[C@H](O)C1|C=C(C)[C@H]1CC=C(C)[C@H](O)C1>0.0998>CC(C)=CCC/C(C)=C/COP(=O)(O)OP(=O)(O)O
internal case167 6 C=C(C)[C@H]1CC=C(CO)CC1>0.0985>CC(C)=CCC[C@H](C)CC=O|CC(C)=CCC[C@H](C)CC=O>0.0980>CC(C)=CCC/C(C)=C/COP(=O)(O)OP(=O)(O)O
internal case167 7 C=C(C)[C@H]1CC=C(CO)CC1>0.0985>CC(C)=CCC[C@@H](C)CC=O|CC(C)=CCC[C@@H](C)CC=O>0.0978>CC(C)=CCC/C(C)=C/COP(=O)(O)OP(=O)(O)O
internal case167 8 C=C(C)[C@H]1CC=C(CO)CC1>0.0985>CC(C)=CCC[C@@H](C)CC=O|CC(C)=CCC[C@@H](C)CC=O>0.1181>C=C(C)[C@H]1CC=C(C)[C@H](O)C1|C=C(C)[C@H]1CC=C(C)[C@H](O)C1>0.0998>CC(C)=CCC/C(C)=C/COP(=O)(O)OP(=O)(O)O
internal case167 9 C=C(C)[C@H]1CC=C(CO)CC1>0.0985>CC(C)=CCC[C@H](C)CC=O|CC(C)=CCC[C@H](C)CC=O>0.1140>C=C(C)[C@H]1CC=C(C)[C@H](O)C1|C=C(C)[C@H]1CC=C(C)[C@H](O)C1>0.0998>CC(C)=CCC/C(C)=C/COP(=O)(O)OP(=O)(O)O
internal case168 0 C=CC(=C)CC(=O)C=C(C)C>0.1007>CC(C)=CCC/C(C)=C/COP(=O)(O)OP(=O)(O)O
internal case168 1 C=CC(=C)CC(=O)C=C(C)C>0.1011>C=CC(=C)C[C@@H](O)C=C(C)C|C=CC(=C)C[C@@H](O)C=C(C)C>0.1001>CC(C)=CCC/C(C)=C/COP(=O)(O)OP(=O)(O)O
internal case168 2 C=CC(=C)CC(=O)C=C(C)C>0.1000>CC(C)=CCC/C(C)=C/C=O|CC(C)=CCC/C(C)=C/C=O>0.1011>CC(C)=CCC/C(C)=C/COP(=O)(O)OP(=O)(O)O
internal case168 3 C=CC(=C)CC(=O)C=C(C)C>0.0998>C=CC(=C)CC(O)C=C(C)C|C=CC(=C)CC(O)C=C(C)C>0.1005>CC(C)=CCC/C(C)=C/COP(=O)(O)OP(=O)(O)O
internal case168 4 C=CC(=C)CC(=O)C=C(C)C>0.0999>C=CC(C)=C[C@@H](O)C=C(C)C|C=CC(C)=C[C@@H](O)C=C(C)C>0.1002>CC(C)=CCC/C(C)=C/COP(=O)(O)OP(=O)(O)O
internal case168 5 C=CC(=C)CC(=O)C=C(C)C>0.0978>CC(C)=CC=O|CC(C)=CC=O>0.1003>CC(C)=CCOP(=O)(O)OP(=O)(O)O
internal case168 6 C=CC(=C)CC(=O)C=C(C)C>0.1004>C=CC(=C)C[C@H](O)C=C(C)C|C=CC(=C)C[C@H](O)C=C(C)C>0.0974>CC(C)=CCC/C(C)=C/COP(=O)(O)OP(=O)(O)O
internal case168 7 C=CC(=C)CC(=O)C=C(C)C>0.0998>C=CC(C)=CC(O)C=C(C)C|C=CC(C)=CC(O)C=C(C)C>0.0941>CC(C)=CCOP(=O)(O)OP(=O)(O)O
internal case168 8 C=CC(=C)CC(=O)C=C(C)C>0.0998>C=CC(C)=CC(O)C=C(C)C|C=CC(C)=CC(O)C=C(C)C>0.0941>CC(C)=CCOP(=O)(O)OP(=O)(O)O
internal case168 9 C=CC(=C)CC(=O)C=C(C)C>0.0998>C=CC(C)=CC(O)C=C(C)C|C=CC(C)=CC(O)C=C(C)C>0.1572>C=CC(C)(O)CCC=C(C)C|C=CC(C)(O)CCC=C(C)C>0.1013>CC(C)=CCC/C(C)=C/COP(=O)(O)OP(=O)(O)O
internal case169 0 C=CC(=C)C[C@@H](O)C=C(C)C>0.1001>CC(C)=CCC/C(C)=C/COP(=O)(O)OP(=O)(O)O
internal case169 1 C=CC(=C)C[C@@H](O)C=C(C)C>0.0999>C=CC(=C)CCC=C(C)C|C=CC(=C)CCC=C(C)C>0.1346>CC(C)=CCC/C(C)=C/CC/C(C)=C/COP(=O)(O)OP(=O)(O)O
internal case169 2 C=CC(=C)C[C@@H](O)C=C(C)C>0.0991>C=CC(C)=CCC=C(C)C|C=CC(C)=CCC=C(C)C>0.1069>CC(C)=CCC/C(C)=C/CC/C(C)=C/COP(=O)(O)OP(=O)(O)O
internal case169 3 C=CC(=C)C[C@@H](O)C=C(C)C>0.1006>CC(C)=CCC/C(C)=C/C=O|CC(C)=CCC/C(C)=C/C=O>0.1011>CC(C)=CCC/C(C)=C/COP(=O)(O)OP(=O)(O)O
internal case169 4 C=CC(=C)C[C@@H](O)C=C(C)C>0.0991>C=CC(C)(O)CCC=C(C)C|C=CC(C)(O)CCC=C(C)C>0.1013>CC(C)=CCC/C(C)=C/COP(=O)(O)OP(=O)(O)O
internal case169 5 C=CC(=C)C[C@@H](O)C=C(C)C>0.1007>CC(C)C1CC=C(C=O)CC1|CC(C)C1CC=C(C=O)CC1>0.0994>CC(C)=CCC/C(C)=C/COP(=O)(O)OP(=O)(O)O
internal case169 6 C=CC(=C)C[C@@H](O)C=C(C)C>0.0991>C=CC(C)=CCC=C(C)C|C=CC(C)=CCC=C(C)C>0.1007>CC(C)=CCC/C(C)=C/COP(=O)(O)OP(=O)(O)O
internal case169 7 C=CC(=C)C[C@@H](O)C=C(C)C>0.1004>CC(C)=CCC[C@H](C)CC=O|CC(C)=CCC[C@H](C)CC=O>0.0980>CC(C)=CCC/C(C)=C/COP(=O)(O)OP(=O)(O)O
internal case169 8 C=CC(=C)C[C@@H](O)C=C(C)C>0.1005>CC(C)=CCC[C@@H](C)CC=O|CC(C)=CCC[C@@H](C)CC=O>0.0978>CC(C)=CCC/C(C)=C/COP(=O)(O)OP(=O)(O)O
internal case169 9 C=CC(=C)C[C@@H](O)C=C(C)C>0.1002>CCCCCCCCCC=O|CCCCCCCCCC=O>0.0978>CC(C)=CCC/C(C)=C/COP(=O)(O)OP(=O)(O)O
internal case170 0 C=CC(=C)C[C@H](O)C=C(C)C>0.0974>CC(C)=CCC/C(C)=C/COP(=O)(O)OP(=O)(O)O
internal case170 1 C=CC(=C)C[C@H](O)C=C(C)C>0.0972>C=CC(=C)CCC=C(C)C|C=CC(=C)CCC=C(C)C>0.1346>CC(C)=CCC/C(C)=C/CC/C(C)=C/COP(=O)(O)OP(=O)(O)O
internal case170 2 C=CC(=C)C[C@H](O)C=C(C)C>0.1138>CC(C)=CCC/C=C/C=O|CC(C)=CCC/C=C/C=O>0.1012>CC(C)=CCC/C(C)=C/COP(=O)(O)OP(=O)(O)O
internal case170 3 C=CC(=C)C[C@H](O)C=C(C)C>0.1065>CCCCCCCCCCC=C(C)C|CCCCCCCCCCC=C(C)C>0.1013>CC(C)=CCC/C(C)=C/CC/C(C)=C/COP(=O)(O)OP(=O)(O)O
internal case170 4 C=CC(=C)C[C@H](O)C=C(C)C>0.1065>CCCCCCCCCCC=C(C)C|CCCCCCCCCCC=C(C)C>0.1006>CC(C)=CCC/C(C)=C/COP(=O)(O)OP(=O)(O)O
internal case170 5 C=CC(=C)C[C@H](O)C=C(C)C>0.0979>CC(C)=CCC/C(C)=C/C=O|CC(C)=CCC/C(C)=C/C=O>0.1011>CC(C)=CCC/C(C)=C/COP(=O)(O)OP(=O)(O)O
internal case170 6 C=CC(=C)C[C@H](O)C=C(C)C>0.0979>CC(C)C1CC=C(C=O)CC1|CC(C)C1CC=C(C=O)CC1>0.0994>CC(C)=CCC/C(C)=C/COP(=O)(O)OP(=O)(O)O
internal case170 7 C=CC(=C)C[C@H](O)C=C(C)C>0.0965>C=CC(=C)C[C@@H](O)C=C(C)C|C=CC(=C)C[C@@H](O)C=C(C)C>0.1001>CC(C)=CCC/C(C)=C/COP(=O)(O)OP(=O)(O)O
internal case170 8 C=CC(=C)C[C@H](O)C=C(C)C>0.0977>CC(C)=CCC[C@H](C)CC=O|CC(C)=CCC[C@H](C)CC=O>0.0980>CC(C)=CCC/C(C)=C/COP(=O)(O)OP(=O)(O)O
internal case170 9 C=CC(=C)C[C@H](O)C=C(C)C>0.0978>CC(C)=CCC[C@@H](C)CC=O|CC(C)=CCC[C@@H](C)CC=O>0.0978>CC(C)=CCC/C(C)=C/COP(=O)(O)OP(=O)(O)O
internal case171 0 CC1(C)CC2CC1C(C)(C)C2=O>0.1006>CC(C)=CCC/C(C)=C/COP(=O)(O)OP(=O)(O)O
internal case171 1 CC1(C)CC2CC1C(C)(C)C2=O>0.1000>CC1(C)C=C2CC1C(C)(C)C2=O|CC1(C)C=C2CC1C(C)(C)C2=O>0.1121>CC(C)=CCC/C(C)=C/COP(=O)(O)OP(=O)(O)O
internal case171 2 CC1(C)CC2CC1C(C)(C)C2=O>0.1006>C=C1C2CC(C(C)(C)C2)C1(C)C|C=C1C2CC(C(C)(C)C2)C1(C)C>0.1020>CC(C)=CCC/C(C)=C/COP(=O)(O)OP(=O)(O)O
internal case171 3 CC1(C)CC2CC1C(C)(C)C2=O>0.1006>C=C1C2CC(C(C)(C)C2)C1(C)C|C=C1C2CC(C(C)(C)C2)C1(C)C>0.1010>CC(C)=CCC/C(C)=C/COP(=O)(O)OP(=O)(O)O.CC(C)=CCOP(=O)(O)OP(=O)(O)O
internal case171 4 CC1(C)CC2CC1C(C)(C)C2=O>0.0989>C=C1C2CC1C(C)(C)C2|C=C1C2CC1C(C)(C)C2>0.1022>CC(C)=CCC/C(C)=C/COP(=O)(O)OP(=O)(O)O
internal case171 5 CC1(C)CC2CC1C(C)(C)C2=O>0.0999>CC1(C)CC2CC1C(C)(C)C2(O)O|CC1(C)CC2CC1C(C)(C)C2(O)O>0.0996>CC(C)=CCC/C(C)=C/COP(=O)(O)OP(=O)(O)O
internal case171 6 CC1(C)CC2CC1C(C)(C)C2=O>0.1008>CC1(C)CC2CC1C(C)(C)C2O|CC1(C)CC2CC1C(C)(C)C2O>0.0959>CC(C)=CCC/C(C)=C/COP(=O)(O)OP(=O)(O)O
internal case171 7 CC1(C)CC2CC1C(C)(C)C2=O>0.1003>CC1(C)C2CC(C)(C)C(C)(C2)C1O|CC1(C)C2CC(C)(C)C(C)(C2)C1O>0.0940>CC(C)=CCC/C(C)=C/COP(=O)(O)OP(=O)(O)O
internal case171 8 CC1(C)CC2CC1C(C)(C)C2=O>0.0997>CC1(C)C(=O)C2(C)CC1CC2(C)C|CC1(C)C(=O)C2(C)CC1CC2(C)C>0.0943>CC(C)=CCC/C(C)=C/COP(=O)(O)OP(=O)(O)O
internal case171 9 CC1(C)CC2CC1C(C)(C)C2=O>0.1008>CC1(C)CC2CC1C(C)(C)C2O|CC1(C)CC2CC1C(C)(C)C2O>0.1236>CC(C)(C=O)C1C2CC(C2)C1(C)C|CC(C)(C=O)C1C2CC(C2)C1(C)C>0.1008>CC(C)=CCC/C(C)=C/COP(=O)(O)OP(=O)(O)O
internal case172 0 C=C1C2CC(C(C)(C)C2)C1(C)C>0.1020>CC(C)=CCC/C(C)=C/COP(=O)(O)OP(=O)(O)O
internal case172 1 C=C1C2CC(C(C)(C)C2)C1(C)C>0.1010>CC(C)=CCC/C(C)=C/COP(=O)(O)OP(=O)(O)O.CC(C)=CCOP(=O)(O)OP(=O)(O)O
internal case172 2 C=C1C2CC(C(C)(C)C2)C1(C)C>0.1005>CC(C)=CCC/C(C)=C\COP(=O)(O)OP(=O)(O)O|CC(C)=CCC/C(C)=C\COP(=O)(O)OP(=O)(O)O>0.1005>CC(C)=CCC/C(C)=C/COP(=O)(O)OP(=O)(O)O
internal case172 3 C=C1C2CC(C(C)(C)C2)C1(C)C>0.1005>CC(C)=CCC/C(C)=C\COP(=O)(O)OP(=O)(O)O|CC(C)=CCC/C(C)=C\COP(=O)(O)OP(=O)(O)O>0.1004>C=C(C)CCOP(=O)(O)OP(=O)(O)O
internal case172 4 C=C1C2CC(C(C)(C)C2)C1(C)C>0.1005>CC(C)=CCC/C(C)=C\COP(=O)(O)OP(=O)(O)O|CC(C)=CCC/C(C)=C\COP(=O)(O)OP(=O)(O)O>0.1000>CC(C)=CCOP(=O)(O)OP(=O)(O)O
internal case172 5 C=C1C2CC(C(C)(C)C2)C1(C)C>0.0997>CC1(C)[C@H](O)[C@@]2(C)CC[C@@H]1C2(C)C|CC1(C)[C@H](O)[C@@]2(C)CC[C@@H]1C2(C)C>0.1008>CC(C)=CCC/C(C)=C/COP(=O)(O)OP(=O)(O)O
internal case172 6 C=C1C2CC(C(C)(C)C2)C1(C)C>0.0996>CC1(C)[C@H]2CC[C@@](C)([C@@H]1O)C2(C)C|CC1(C)[C@H]2CC[C@@](C)([C@@H]1O)C2(C)C>0.1004>CC(C)=CCC/C(C)=C/COP(=O)(O)OP(=O)(O)O
internal case172 7 C=C1C2CC(C(C)(C)C2)C1(C)C>0.0996>CC1(C)[C@@H]2CC[C@](C)([C@@H]1O)C2(C)C|CC1(C)[C@@H]2CC[C@](C)([C@@H]1O)C2(C)C>0.1004>CC(C)=CCC/C(C)=C/COP(=O)(O)OP(=O)(O)O
internal case172 8 C=C1C2CC(C(C)(C)C2)C1(C)C>0.0996>CC1(C)[C@H]2CC[C@](C)([C@@H]1O)C2(C)C|CC1(C)[C@H]2CC[C@](C)([C@@H]1O)C2(C)C>0.1003>CC(C)=CCC/C(C)=C/COP(=O)(O)OP(=O)(O)O
internal case172 9 C=C1C2CC(C(C)(C)C2)C1(C)C>0.0995>CC1(C)[C@H]2CC[C@](C)([C@H]1O)C2(C)C|CC1(C)[C@H]2CC[C@](C)([C@H]1O)C2(C)C>0.1002>CC(C)=CCC/C(C)=C/COP(=O)(O)OP(=O)(O)O
internal case173 0 CC1(C)C2CCC1C(=O)C2>0.0996>CC1(C)C2CCC1(CO)C2(C)C|CC1(C)C2CCC1(CO)C2(C)C>0.1005>CC(C)=CCC/C(C)=C/COP(=O)(O)OP(=O)(O)O
internal case173 1 CC1(C)C2CCC1C(=O)C2>0.0996>CC1(C)C2CCC1(CO)C2(C)C|CC1(C)C2CCC1(CO)C2(C)C>0.1018>CC1(C)C2CCC1(C=O)C2(C)C|CC1(C)C2CCC1(C=O)C2(C)C>0.1255>CC(C)=CCC/C(C)=C/COP(=O)(O)OP(=O)(O)O
internal case173 2 CC1(C)C2CCC1C(=O)C2>0.0996>CC1(C)C2CCC1(CO)C2(C)C|CC1(C)C2CCC1(CO)C2(C)C>0.1000>CC1(C)[C@H]2CC[C@]1(C=O)C2(C)C|CC1(C)[C@H]2CC[C@]1(C=O)C2(C)C>0.1267>CC(C)=CCC/C(C)=C/COP(=O)(O)OP(=O)(O)O
internal case173 3 CC1(C)C2CCC1C(=O)C2>0.1038>CC1(C)[C@H]2CC[C@@H]1[C@@H](O)C2|CC1(C)[C@H]2CC[C@@H]1[C@@H](O)C2>0.1006>CC(C)=CCC/C(C)=C/C=O|CC(C)=CCC/C(C)=C/C=O>0.1011>CC(C)=CCC/C(C)=C/COP(=O)(O)OP(=O)(O)O
internal case173 4 CC1(C)C2CCC1C(=O)C2>0.1038>CC1(C)[C@H]2CC[C@@H]1[C@@H](O)C2|CC1(C)[C@H]2CC[C@@H]1[C@@H](O)C2>0.1006>CC(C)C1CC=C(C=O)CC1|CC(C)C1CC=C(C=O)CC1>0.0994>CC(C)=CCC/C(C)=C/COP(=O)(O)OP(=O)(O)O
internal case173 5 CC1(C)C2CCC1C(=O)C2>0.1012>CC1(C)[C@@H]2CC[C@H]1[C@@H](O)C2|CC1(C)[C@@H]2CC[C@H]1[C@@H](O)C2>0.1007>CC(C)=CCC/C(C)=C/C=O|CC(C)=CCC/C(C)=C/C=O>0.1011>CC(C)=CCC/C(C)=C/COP(=O)(O)OP(=O)(O)O
internal case173 6 CC1(C)C2CCC1C(=O)C2>0.0998>CC1(C)[C@@H]2CC[C@@H]1C[C@H]2O|CC1(C)[C@@H]2CC[C@@H]1C[C@H]2O>0.1007>CC(C)=CCC/C(C)=C/C=O|CC(C)=CCC/C(C)=C/C=O>0.1011>CC(C)=CCC/C(C)=C/COP(=O)(O)OP(=O)(O)O
internal case173 7 CC1(C)C2CCC1C(=O)C2>0.1012>CC1(C)[C@@H]2CC[C@H]1[C@@H](O)C2|CC1(C)[C@@H]2CC[C@H]1[C@@H](O)C2>0.1007>CC(C)C1CC=C(C=O)CC1|CC(C)C1CC=C(C=O)CC1>0.0994>CC(C)=CCC/C(C)=C/COP(=O)(O)OP(=O)(O)O
internal case173 8 CC1(C)C2CCC1C(=O)C2>0.0998>CC1(C)[C@@H]2CC[C@@H]1C[C@H]2O|CC1(C)[C@@H]2CC[C@@H]1C[C@H]2O>0.1005>CC(C)C1CC=C(C=O)CC1|CC(C)C1CC=C(C=O)CC1>0.0994>CC(C)=CCC/C(C)=C/COP(=O)(O)OP(=O)(O)O
internal case173 9 CC1(C)C2CCC1C(=O)C2>0.0996>CC1(C)C2CCC1(CO)C2(C)C|CC1(C)C2CCC1(CO)C2(C)C>0.1005>CC1(C)C(=O)[C@@]2(C)CC[C@@H]1C2(C)C|CC1(C)C(=O)[C@@]2(C)CC[C@@H]1C2(C)C>0.0980>CC(C)=CCC/C(C)=C/COP(=O)(O)OP(=O)(O)O
internal case174 0 C=C1CC2CCC1C2(C)C>0.1590>CC(C)=CCC/C(C)=C/CC/C(C)=C/COP(=O)(O)OP(=O)(O)O
internal case174 1 C=C1CC2CCC1C2(C)C>0.0952>CC(C)=CCC/C(C)=C/COP(=O)(O)OP(=O)(O)O
internal case174 2 C=C1CC2CCC1C2(C)C>0.0928>C=C1C=C2CCC1C2(C)C|C=C1C=C2CCC1C2(C)C>0.1784>CC(C)=CCC/C(C)=C/CC/C(C)=C/COP(=O)(O)OP(=O)(O)O
internal case174 3 C=C1CC2CCC1C2(C)C>0.0943>CC(C)=CCC/C(C)=C\COP(=O)(O)OP(=O)(O)O|CC(C)=CCC/C(C)=C\COP(=O)(O)OP(=O)(O)O>0.1005>CC(C)=CCC/C(C)=C/COP(=O)(O)OP(=O)(O)O
internal case174 4 C=C1CC2CCC1C2(C)C>0.0943>CC(C)=CCC/C(C)=C\COP(=O)(O)OP(=O)(O)O|CC(C)=CCC/C(C)=C\COP(=O)(O)OP(=O)(O)O>0.1004>C=C(C)CCOP(=O)(O)OP(=O)(O)O
internal case174 5 C=C1CC2CCC1C2(C)C>0.0943>CC(C)=CCC/C(C)=C\COP(=O)(O)OP(=O)(O)O|CC(C)=CCC/C(C)=C\COP(=O)(O)OP(=O)(O)O>0.1000>CC(C)=CCOP(=O)(O)OP(=O)(O)O
internal case174 6 C=C1CC2CCC1C2(C)C>0.0931>C=C1C(=O)C2CCC1C2(C)C|C=C1C(=O)C2CCC1C2(C)C>0.0968>CC(C)=CCC/C(C)=C/COP(=O)(O)OP(=O)(O)O
internal case174 7 C=C1CC2CCC1C2(C)C>0.0928>C=C1C=C2CCC1C2(C)C|C=C1C=C2CCC1C2(C)C>0.0931>CC(C)=CCC/C(C)=C/COP(=O)(O)OP(=O)(O)O
internal case174 8 C=C1CC2CCC1C2(C)C>0.0934>C=C1C(O)C2CCC1C2(C)C|C=C1C(O)C2CCC1C2(C)C>0.1938>C=C1C=C2CCC1C2(C)C|C=C1C=C2CCC1C2(C)C>0.1784>CC(C)=CCC/C(C)=C/CC/C(C)=C/COP(=O)(O)OP(=O)(O)O
internal case174 9 C=C1CC2CCC1C2(C)C>0.0934>C=C1C(O)C2CCC1C2(C)C|C=C1C(O)C2CCC1C2(C)C>0.1938>C=C1C=C2CCC1C2(C)C|C=C1C=C2CCC1C2(C)C>0.0931>CC(C)=CCC/C(C)=C/COP(=O)(O)OP(=O)(O)O
internal case175 0 CC1(C)[C@H]2CC[C@]1(C)C(=O)C2>0.1003>CC1(C)[C@H]2CC[C@]1(C)[C@@H](O)C2|CC1(C)[C@H]2CC[C@]1(C)[C@@H](O)C2>0.1004>CC(C)=CCC/C(C)=C/C=O|CC(C)=CCC/C(C)=C/C=O>0.1011>CC(C)=CCC/C(C)=C/COP(=O)(O)OP(=O)(O)O
internal case175 1 CC1(C)[C@H]2CC[C@]1(C)C(=O)C2>0.1003>CC1(C)[C@H]2CC[C@]1(C)[C@H](O)C2|CC1(C)[C@H]2CC[C@]1(C)[C@H](O)C2>0.1004>CC(C)=CCC/C(C)=C/C=O|CC(C)=CCC/C(C)=C/C=O>0.1011>CC(C)=CCC/C(C)=C/COP(=O)(O)OP(=O)(O)O
internal case175 2 CC1(C)[C@H]2CC[C@]1(C)C(=O)C2>0.1003>CC1(C)[C@H]2CC[C@]1(C)[C@@H](O)C2|CC1(C)[C@H]2CC[C@]1(C)[C@@H](O)C2>0.0998>CC12CCC(CC1=O)C2(C)C|CC12CCC(CC1=O)C2(C)C>0.1006>CC(C)=CCC/C(C)=C/COP(=O)(O)OP(=O)(O)O
internal case175 3 CC1(C)[C@H]2CC[C@]1(C)C(=O)C2>0.1003>CC1(C)[C@H]2CC[C@]1(C)[C@H](O)C2|CC1(C)[C@H]2CC[C@]1(C)[C@H](O)C2>0.0999>CC12CCC(CC1=O)C2(C)C|CC12CCC(CC1=O)C2(C)C>0.1006>CC(C)=CCC/C(C)=C/COP(=O)(O)OP(=O)(O)O
internal case175 4 CC1(C)[C@H]2CC[C@]1(C)C(=O)C2>0.1003>CC1(C)[C@H]2CC[C@]1(C)[C@@H](O)C2|CC1(C)[C@H]2CC[C@]1(C)[C@@H](O)C2>0.1004>CC(C)C1CC=C(C=O)CC1|CC(C)C1CC=C(C=O)CC1>0.0994>CC(C)=CCC/C(C)=C/COP(=O)(O)OP(=O)(O)O
internal case175 5 CC1(C)[C@H]2CC[C@]1(C)C(=O)C2>0.1003>CC1(C)[C@H]2CC[C@]1(C)[C@H](O)C2|CC1(C)[C@H]2CC[C@]1(C)[C@H](O)C2>0.1004>CC(C)C1CC=C(C=O)CC1|CC(C)C1CC=C(C=O)CC1>0.0994>CC(C)=CCC/C(C)=C/COP(=O)(O)OP(=O)(O)O
internal case175 6 CC1(C)[C@H]2CC[C@]1(C)C(=O)C2>0.1003>CC1(C)[C@H]2CC[C@]1(C)[C@@H](O)C2|CC1(C)[C@H]2CC[C@]1(C)[C@@H](O)C2>0.1002>CC(C)=CCC[C@H](C)CC=O|CC(C)=CCC[C@H](C)CC=O>0.0980>CC(C)=CCC/C(C)=C/COP(=O)(O)OP(=O)(O)O
internal case175 7 CC1(C)[C@H]2CC[C@]1(C)C(=O)C2>0.1003>CC1(C)[C@H]2CC[C@]1(C)[C@H](O)C2|CC1(C)[C@H]2CC[C@]1(C)[C@H](O)C2>0.1002>CC(C)=CCC[C@H](C)CC=O|CC(C)=CCC[C@H](C)CC=O>0.0980>CC(C)=CCC/C(C)=C/COP(=O)(O)OP(=O)(O)O
internal case175 8 CC1(C)[C@H]2CC[C@]1(C)C(=O)C2>0.1003>CC1(C)[C@H]2CC[C@]1(C)[C@@H](O)C2|CC1(C)[C@H]2CC[C@]1(C)[C@@H](O)C2>0.1003>CC(C)=CCC[C@@H](C)CC=O|CC(C)=CCC[C@@H](C)CC=O>0.0978>CC(C)=CCC/C(C)=C/COP(=O)(O)OP(=O)(O)O
internal case175 9 CC1(C)[C@H]2CC[C@]1(C)C(=O)C2>0.1003>CC1(C)[C@H]2CC[C@]1(C)[C@H](O)C2|CC1(C)[C@H]2CC[C@]1(C)[C@H](O)C2>0.1003>CC(C)=CCC[C@@H](C)CC=O|CC(C)=CCC[C@@H](C)CC=O>0.0978>CC(C)=CCC/C(C)=C/COP(=O)(O)OP(=O)(O)O
internal case176 0 CC1(C)[C@H]2CC[C@]1(C)[C@H](O)C2>0.1004>CC(C)=CCC/C(C)=C/C=O|CC(C)=CCC/C(C)=C/C=O>0.1011>CC(C)=CCC/C(C)=C/COP(=O)(O)OP(=O)(O)O
internal case176 1 CC1(C)[C@H]2CC[C@]1(C)[C@H](O)C2>0.0999>CC12CCC(CC1=O)C2(C)C|CC12CCC(CC1=O)C2(C)C>0.1006>CC(C)=CCC/C(C)=C/COP(=O)(O)OP(=O)(O)O
internal case176 2 CC1(C)[C@H]2CC[C@]1(C)[C@H](O)C2>0.1004>CC(C)C1CC=C(C=O)CC1|CC(C)C1CC=C(C=O)CC1>0.0994>CC(C)=CCC/C(C)=C/COP(=O)(O)OP(=O)(O)O
